"posting.title","posting.company_name","posting.skills_desc","posting.description","posting.formatted_experience_level","posting.location"
"Quantitative Software Engineer","DV Trading","SQL, NoSQL, Kafka, Docker, AirFlow, Luigi, Python/NumPy/Pandas","About Us:

Founded more than 15 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 350 people operating throughout North America and in Europe. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser.

DV Commodities is a rapidly growing division that specializes in trading crude oil, refined products, natural gas, and related energy markets across US, Europe, and Asia. Our proprietary risk management and trading methodologies along with a strong ability to adapt to changing conditions has allowed DV Commodities to grow into one of the largest financial participants within the global energy complex.

 

Overview:

DV Trading, LLC is a proprietary trading firm with over 200 employees trading equites, fixed income, FX and commodity products. DV Commodities is a rapidly growing division that specializes in trading crude oil, refined products, natural gas, and other commodities across US, European, and Asian markets. Our combined risk management, world class technology, and human capital have enabled us to become one of the largest liquidity providers within the global energy complex.

We are looking for an experienced software developer to work with a small team responsible for development and daily operations of an event-based risk management, market data and pricing platform using modern and performant technologies. This effort is part of a greenfield project and the suitable candidate will be involved in the development of the overall trading system.

 

Responsibilities:

Work alongside other software engineers, traders, and quants to develop and expand our risk management and trading platform
Create scalable services for financial derivatives pricing and market data
Efficient storage and access scheme for data and reference data across all frequencies, including microstructure data
Building high-performance components for simulation and live trading
 

Requirements:

Bachelor’s degree or higher in CS, Engineering or other technical discipline
2+ years professional experience developing infrastructure for quantitative trading
Demonstrated ability to program in a scientific computing environment, preferably in Python/NumPy/Pandas
Experience working with distributed systems and large data sets
Strong knowledge of algorithms, design patterns, OOP, threading, multiprocessing, etc.
Experience with SQL, NoSQL, or tick databases
Experience working in a Unix environment and git
Familiarity with Kafka, Docker, AirFlow, Luigi
Strong communication skills in verbal and written English.
Domain knowledge in futures & swaps is a plus
 

Benefits 

Highly competitive compensation and bonus structure
Meritocratic environment with ample opportunity for growth
Blue Cross Blue Shield Medical PPO
Health Savings Account, MetLife Dental, MetLife Vision Coverage
Flex Spending Account
Employer paid life insurance
Optional Long-term Disability, and AD&D Insurance
Pre-Tax Parking and Transit
Casual work environment","Entry-level","New York"
"[2026] Software Engineer, Early Career","Roblox"," C#, Lua, Java, Go, Node.js, Ruby, Python, C++, or Swift.","Every day, tens of millions of people come to Roblox to explore, create, play, learn, and connect with friends in 3D immersive digital experiences– all created by our global community of developers and creators.

At Roblox, we’re building the tools and platform that empower our community to bring any experience that they can imagine to life. Our vision is to reimagine the way people come together, from anywhere in the world, and on any device. We’re on a mission to connect a billion people with optimism and civility, and looking for amazing talent to help us get there.

A career at Roblox means you’ll be working to shape the future of human interaction, solving unique technical challenges at scale, and helping to create safer, more civil shared experiences for everyone.

As an Early Career Software Engineer, you will be mentored by top engineers while contributing to impactful projects, gaining hands-on experience across the full development lifecycle, and directly influencing the future of our platform. Our world-class platform serves an extensive player base of millions of users every day, making this an outstanding chance to leave your mark.

As you apply, you can find more information about our process by signing up for Speak_. You'll gain access to our practice assessment, comprehensive guides, FAQs, and modules designed to help you ace the hiring process.

You Will:

Design, code, and test innovative features, navigating the full development lifecycle from initial design to production deployment.
Work closely with a diverse range of teams, including Design, Product, Data, QA, and DevOps, to deliver cohesive products and features.
Be mentored by top engineers and actively engaged in architectural discussions and system design.
Gain a deep understanding of our large-scale, distributed systems and contribute to their continuous evolution.
Investigate and experiment with cutting-edge technologies, like machine learning frameworks and large language models (LLMs), to solve complex problems and improve our engineering systems.
Actively participate in our team matching process, where you’ll have the opportunity work on innovative projects like Roblox’s search and discovery, economy ecosystem, game Engine, or infrastructure.
You Are:

Pursuing or possess an undergraduate/graduate degree in computer science, engineering, a related technical field, or an equivalent practical experience.
Familiar with software engineering concepts through school, internships, personal projects, or previous jobs.
Proficient in one or more programming languages such as C#, Lua, Java, Go, Node.js, Ruby, Python, C++, or Swift.
Able to thrive in ambiguous environments, quickly adapting to new challenges and developing proficiency in coding standards to solve complex problems.
Please note the Company may not be able to employ candidates who have United States work authorization related to certain U.S. visa categories, or support future H-1B sponsorship at this time. You may redact age, date of birth, and dates of attendance/graduation from your resume if you prefer.

For roles that are based at our headquarters in San Mateo, CA: The starting base pay for this position is as shown below. The actual base pay is dependent upon a variety of job-related factors such as professional background, training, work experience, location, business needs and market demand. Therefore, in some circumstances, the actual salary could fall outside of this expected range. This pay range is subject to change and may be modified in the future. All full-time employees are also eligible for equity compensation and for benefits as described on this page.

Annual Salary Range
$153,120—$153,120 USD","Entry-Level","San Mateo, CA"
"Quantitative Developer","Xantium","Python, C++","At Xantium, our Quantitative Developers build software and frameworks that power our quantitative trading.  Quantitative Developer responsibilities vary depending on the team and scope.  These individuals may have Research Engineer, Software Developer, or other titles at elsewhere.  The common thread for our Quantitative Developers is strong programming combined with quantitative acumen.


Projects for a Quantitative Developer may include:

Providing fast market data to a trading system
Building an integrated research and execution framework for fast predictors
Creating simulation and research frameworks in a cloud environment
Providing a robust research framework for a new asset class

Our tech stack is a blend of Python and C++ that runs both on-prem and in the cloud.


Compensation:  Quantitative Developers in New York can expect to earn $175,000 to $225,000+ base.  Total compensation for all Quantitative Developers also includes a large annual bonus which is guaranteed in year one and based on employee and firm performance thereafter.","Entry-level","New York"
"Algorithm Developer  – 2026 Grads","Hudson River Trading","Python, C++, Pandas, Numpy, Matlab","Algorithm Developers are responsible for building and maintaining the models that drive our trading. A typical day involves applying rigorous statistical analysis to vast quantities of market and financial data to produce predictive trading models. 

In this role, you will work alongside fellow Algorithm Developers and Software Engineers to research, develop, and test novel order execution and model training methods to increase trading efficiency. This will involve running models live on our high-performance trading infrastructure and analyzing daily performance to maintain ongoing profitability.

Profile

You are capable of working independently as well as part of a team
You can analyze and fix problems efficiently
You learn quickly and apply new skills effectively
 Qualifications

You are a full-time undergraduate or masters student in a quantitative discipline (math, physics, computer science, statistics, or a related program) who is eligible for full-time roles in 2026
Experience programming in Python and/or C++
Experience with statistical analysis, numerical programming, or machine learning in Python, Pandas/Numpy, R, and/or MATLAB
A passion for applying quantitative models and technology toward solving real-world problems
Brilliant analytical and problem-solving skills
Ability to work creatively and independently on long-term technical problems
Annual base salary of $300,000. Pay (base and bonus) may vary depending on job-related skills and experience. A sign-on and discretionary performance bonus will be provided as part of the total compensation package, in addition to company-paid medical and/or other benefits.

Culture

Hudson River Trading (HRT) brings a scientific approach to trading financial products. We have built one of the world's most sophisticated computing environments for research and development. Our researchers are at the forefront of innovation in the world of algorithmic trading.

At HRT we welcome a variety of expertise: mathematics and computer science, physics and engineering, media and tech. We’re a community of self-starters who are motivated by the excitement of being at the cutting edge of automation in every part of our organization—from trading, to business operations, to recruiting and beyond. We value openness and transparency, and celebrate great ideas from HRT veterans and new hires alike. At HRT we’re friends and colleagues – whether we are sharing a meal, playing the latest board game, or writing elegant code. We embrace a culture of togetherness that extends far beyond the walls of our office.

Feel like you belong at HRT? Our goal is to find the best people and bring them together to do great work in a place where everyone is valued. HRT is proud of our diverse staff; we have offices all over the globe and benefit from our varied and unique perspectives. HRT is an equal opportunity employer; so whoever you are we’d love to get to know you.","Entry-level","New York"
"Software Engineer - University","Databricks","Python, C++, Scala","t Databricks, we are passionate about enabling data teams to solve the world's toughest problems — from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world's best data and AI infrastructure platform so our customers can use deep data insights to improve their business. Founded by engineers — and customer obsessed — we leap at every opportunity to solve technical challenges, from designing next-gen UI/UX for interfacing with data to scaling our services and infrastructure across millions of virtual machines. And we're only getting started.

As a software engineer with a backend focus, you will work with your team to build infrastructure and products for the Databricks platform at scale.

The impact you'll have:

Our backend teams span many domains across our essential service platforms. For instance, you might work on challenges such as:

Problems that span from product to infrastructure including: distributed systems, at-scale service architecture and monitoring, workflow orchestration, and developer experience.
Deliver reliable and high performance services and client libraries for storing and accessing humongous amount of data on cloud storage backends, e.g., AWS S3, Azure Blob Store.
Build reliable, scalable services, e.g. Scala, Kubernetes, and data pipelines, e.g. Spark, Databricks, to power the pricing infrastructure that serves millions of cluster-hours per day and develop product features that empower customers to easily view and control platform usage.
What we look for:

BS (or higher) in Computer Science, or a related field
Experience in one of: Java, Scala, C++, or similar language.
Experience developing large-scale distributed systems.
Experience working on a SaaS platform or with Service-Oriented Architectures.
Good knowledge of SQL.
About Databricks

Databricks is the data and AI company. More than 10,000 organizations worldwide — including Comcast, Condé Nast, Grammarly, and over 50% of the Fortune 500 — rely on the Databricks Data Intelligence Platform to unify and democratize data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe and was founded by the original creators of Lakehouse, Apache Spark™, Delta Lake and MLflow. To learn more, follow Databricks on Twitter, LinkedIn and Facebook.

Benefits

At Databricks, we strive to provide comprehensive benefits and perks that meet the needs of all of our employees. For specific details on the benefits offered in your region, please visit https://www.mybenefitsnow.com/databricks. ","entry-level","Mountain View, CA"
"Software Engineer, Autonomy - New Grad","Nuro","C++, Python","Who We Are 

Nuro exists to better everyday life through robotics. Founded in 2016, Nuro is a leading autonomous technology company with vehicles on road today in California and Texas. The company’s core technology is the Nuro Driver, an integrated autonomous driving system consisting of state-of-the-art, AI-first software and custom-built sense and compute hardware. The first commercial application of the Nuro Driver is autonomous goods delivery with our custom, electric, zero-occupant vehicles in partnership with some of the most recognized brands in the world including Uber and FedEx.

About the Role
Our software organization is growing and we are looking for talented engineers to join our autonomy team. As an autonomy engineer, you will work on challenging problems alongside a world-class team with a common real passion for advancing robotics to improve the human experience.

About the Work

Solve real world autonomy problems in one or more of the following areas: 
Machine learning and computer vision, including;
Perception tasks like detection, segmentation, tracking, classification and prediction across camera, lidar, radar and thermal data
Behavior tasks like prediction and planning
Techniques that allow us to scale data training, produce robust models and deploy them on the robot including active learning, semi- and self- supervised learning, model compression and architecture search, generative modeling
Robotics including system architecture, state estimation, multi-object target tracking and 3D reconstruction
Tools and processes to evaluate our system to make sure it is safe for deployment
Design novel algorithms and produce robust, well-tested C++ software
Work fast and smart, and collaborate well with other awesome team members
About You

You are a recent graduate or graduating soon (BS, MS or Phd) with focus on one or more of the areas listed above
You are a skilled algorithm designer with strong problem solving
You are a talented software developer ideally with experience in C++/Python
You have experience working with machine learning or autonomous systems
You have a knack and real passion for searching and solving hard problems
You are passionate about accelerating the benefits of robotics for everyday life
At Nuro, your base pay is one part of your total compensation package. For this position, the reasonably expected pay range is between $125,400 and $188,100 for the level at which this job has been scoped. Your base pay will depend on several factors, including your experience, qualifications, education, location, and skills. In the event that you are considered for a different level, a higher or lower pay range would apply. This position is also eligible for an annual performance bonus, equity, and a competitive benefits package.

At Nuro, we celebrate differences and are committed to a diverse workplace that fosters inclusion and psychological safety for all employees. Nuro is proud to be an equal opportunity employer and expressly prohibits any form of workplace discrimination based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, veteran status, or any other legally protected characteristics.

","entry-level","San Francisco"
"Quantitative Researcher","Belvedere Trading","Python, Jupyter","Belvedere Trading is a leading proprietary trading firm. We are a team driven by intellectual curiosity, seeking answers that will change not only how we trade in this technological age, but also the future landscape of the trading industry. 
Our traders provide liquidity to the market through their market-making activities and are the masters of a diverse set of commodities, interest rates, exchange-traded funds (ETF), and equity index options. Traders partner with our technologists to continually engineer and optimize our trading systems to stay on top of the industry. 

Our Quantitative Researchers are at the core of building a fully autonomous trading platform. They explore the structure and dynamics of global financial markets, leveraging data, automation, and mathematical modeling to uncover actionable insights. As part of a highly collaborative team, you’ll help build the systems and models that drive our algorithmic trading decisions. If you thrive in a fast-paced environment and are passionate about solving complex problems, we’d love to hear from you.
What you'll do
Conduct research and develop quantitative models for financial markets using advanced statistical and mathematical techniques
Embrace the uncertainty persistent in the marketplace to balance the risk-reward in each individual trade
Leverage concepts from control theory and feedback loops to enhance adaptive trading strategies
Analyze large datasets to uncover hidden patterns and inefficiencies in the market
Build and refine tools (e.g., in Python and Jupyter) to test, validate, and monitor your research and strategies
Work closely with engineers to implement models in a live trading environment
Continuously monitor and improve existing models based on market dynamics
Generate ideas for quantitative strategies related to market effects, market microstructure, and other subtle marketplace changes
Work closely with senior industry leaders as part of a small and focused team
What you'll need
2+ years of applicable corporate experience
Bachelor’s or Master’s degree in a quantitative discipline such as Applied Mathematics, Physics, Computer Science, Engineering, or Statistics
Strong problem-solving skills, especially in uncertain or incomplete-data environments
Solid programming ability in Python, especially for algorithmic development and data analysis
Interest in or exposure to control theory, feedback loops, or dynamical systems
A curious, analytical mindset with the ability to reason through complex systems and iterate quickly
Team-oriented attitude and excitement to work in a collaborative, fast-paced research environment
Exposure to reinforcement learning, Bayesian methods, or stochastic processes is a plus
Availability to work in a hybrid structure out of our Chicago or Boulder offices
$140,000 - $240,000 a year
Additionally, certain positions at Belvedere Trading are eligible for discretionary bonuses. Our employees have access to a variety of benefits, which can be found on our website here.","Entry-level","New York"
"Early Career Software Engineer","Anduril Industries","C++, Go, Rust, Java, and Python.","Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century's most innovative companies to the defense industry, Anduril is changing how military systems are designed, built and sold. Anduril's family of systems is powered by Lattice OS, an AI-powered operating system that turns thousands of data streams into a realtime, 3D command and control center. As the world enters an era of strategic competition, Anduril is committed to bringing cutting-edge autonomy, AI, computer vision, sensor fusion, and networking technology to the military in months, not years.

ABOUT THE JOB

We are looking for Software Engineers to join our rapidly growing team! We have positions open in Atlanta, GA. These roles are targeted to start on a quarterly basis beginning in 2026. We hire self-motivated people, those who hold a higher bar for themselves than anyone else could hold for them. If you are eager to solve tough problems, then this role might be for you!
WHAT YOU'LL DO

Support the software solutions that are deployed to customers and key stakeholders.
Write code to improve products and scale the mission capability to more customers.
Collaborate across multiple teams to plan, build, and test complex functionality.
Create and analyze metrics that are leveraged for debugging and monitoring.
Triage issues, root cause failures, and coordinate next-steps.
Work on real, meaningful projects and learn from experienced professionals along the way.
REQUIRED QUALIFICATIONS
Must be pursuing or have completed a Bachelor's or Master's degree in Computer Science, Computer/Software Engineering, Mathematics, Physics, or a related field.
3 months - 2 years of technical work to include technical internship and able to start full time in 2026.
Familiarity with algorithms, data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
Proficiency in a variety of programming languages such as C++, Go, Rust, Java, and Python.
A desire to work on software and applications that have real-world impact.
Must be a U.S. Person due to required access to U.S. export controlled information or facilities; U.S. clearance eligibility may be required depending on program.
PREFERRED QUALIFICATIONS
Have a bias for action. If you see a problem, you want to solve and fix it.
Be naturally curious about the technologies and tools you use.
Low-ego, high ownership, and mission oriented.

Anduril is an equal-opportunity employer, and we encourage candidates from all backgrounds to apply. If you are someone passionate to work on problems that matter, we'd love to hear from you!

US Salary Range
","Entry-level","Atlanta, GA"
"Software Developer","D.E. Shaw","Python, C++","Technology is integral to virtually everything the D. E. Shaw group does, which is why we seek exceptional software developers with a range of quantitative and programming abilities. Members of our technical staff collaborate on challenging problems that directly impact the firm’s continued success, utilizing their excellent analytical, mathematical, and software design skills as well as some of the most advanced computing resources in the world. Software developers have the opportunity to be part of a collegial, collaborative, and engaging working environment.

1 video
Hear from the Group:


Home
Who We Are
What We Do
How To Join
News
Library
Contact
What you’ll do day-to-day
Specific responsibilities may include formulating statistical models for our computerized trading strategies, developing distributed systems to analyze and react to incoming data in real time, and creating tools for advanced mathematical modeling.


Who we’re looking for
Successful developers have traditionally been the top students in their programs and have extensive software development experience.
We welcome outstanding candidates at all experience levels.
The expected annual base salary for this position is $225,000. Our compensation and benefits package includes substantial variable compensation in the form of a year-end bonus, guaranteed in the first year of hire, a sign-on bonus, a relocation bonus, and benefits including medical and prescription drug coverage, 401(k) contribution matching, wellness reimbursement, family building benefits, and a charitable gift match program.
The D. E. Shaw group is an equal opportunity employer.

The applicable annual base salary or hourly rate paid to a successful applicant will be determined based on multiple factors, including without limitation the nature and extent of prior experience and educational background.

European Union (EU), United Kingdom (UK), California, Hong Kong, Singapore, or Shanghai candidates should refer to the corresponding linked privacy notice.","Entry-level","New York"
"Software Engineer, 2025 New Grad","WhatNot","Java","🚀 Whatnot

Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. We’re building the future of ecommerce, bringing together community, shopping and entertainment. We are committed to our values, and as a remote co-located team, we operate out of hubs within the US, UK, Ireland, Poland, and Germany today.


We’re innovating in the fast-paced world of live auctions from fashion, beauty, electronics to collectibles like trading cards, comic books, and even live plants. Whatnot has something for everyone.


And, we’re growing. Whatnot has been one of the fastest growing marketplaces and we’re hiring forward-thinking problem solvers across all functional areas.


💻 Role

We are looking for intellectually curious, highly motivated individuals to join us post grad in 2025. The most important skills you’ll need to have are making sound product decisions and shipping high-quality products fast. We look for engineers with great product instincts who can own whole projects from start to finish.


The engineering team operates with a high level of autonomy so we need to hire people we can trust. Your ability to make good trade-offs and exercise good judgment is essential to us. Some job duties include:


Building new features for users in our live-streams
Implementing growth tactics and strategies to scale our buyer and seller flows
Building systems at scale that help us deliver a high trust marketplace experience 
Writing product or system development code
Designing, implementing, and operating our most critical and scalable services
Carefully evaluating the technical tradeoffs of every decision
Supporting features at every phase, from design through implementation and launch
Triage product or system issues and debug/track/resolve by analyzing the sources of issues, network, or service operations and quality.

Team members in this role are required to be within commuting distance of our New York, Los Angeles, or San Francisco hubs.


👋 You  

Curious about who thrives at Whatnot? We’ve found that low ego, a growth mindset, and leaning into action and high impact goes a long way here.


As our next Engineer you should have some industry software engineering experience, plus:


Graduating with a CS or Software Engineering degree in Dec 2024 or by Summer 2025 
Problem solver and out-of-the-box thinker
Willing to take risks and build product and systems for 1M+ users
Capable of building scalable systems
Excellent product instincts. You first think about users rather than the best technical solution
You are known for shipping products and features lightning-fast
Ability to pick up on new technologies very quickly
Open to relocation to SF, LA, or NYC

💰Compensation

US-based applicants: $130,000/year - $140,000/year + benefits + equity.


The salary range may be inclusive of several levels that would be applicable to the position. Final salary will be based on a number of factors including, level, relevant prior experience, skills and expertise. This range is only inclusive of base salary, not benefits (more details below) or equity.


🎁 Benefits

Flexible Time off Policy and Company-wide Holidays (including a spring and winter break)
Health Insurance options including Medical, Dental, Vision
Work From Home Support
home office setup allowance
monthly allowance for cell phone and internet

Care benefits
monthly allowance on food
monthly allowance for wellness
annual allowance towards Childcare
lifetime benefit for family planning, such as adoption or fertility expenses

Retirement; 401k offering for Traditional and Roth accounts in the US (employer match up to 4% of base salary) and Pension plans internationally
Monthly allowance to dogfood the app
Parental Leave
16 weeks of paid parental leave + one month gradual return to work *company leave allowances run concurrently with country leave requirements which take precedence.


💛 EOE

Whatnot is proud to be an Equal Opportunity Employer. We value diversity, and we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, parental status, disability status, or any other status protected by local law. We believe that our work is better and our company culture is improved when we encourage, support, and respect the different skills and experiences represented within our workforce.
","Entry-level","NYC"
"Software Engineer - Together Cloud Infrastructure","TogetherAI","Python, C++","Together AI is building the AI Acceleration Cloud, an end-to-end platform for the full generative AI lifecycle, combining the fastest LLM inference engine with state-of-the-art AI cloud infrastructure.

As a Senior AI Infrastructure Engineer, you will play a key role in building the next generation AI cloud platform – a highly available, global, blazing-fast cloud infrastructure that virtualizes cutting-edge ML hardware (GB200s/GB300s, BlueField DPUs) and enables state-of-the-art ML practitioners with self-serve AI cloud services, such as on-demand + managed Kubernetes and Slurm clusters. This platform serves both our internal SaaS products (inference, fine-tuning) and our external cloud customers, spanning dozens of data centers across the world.

Some of what you’ll work on:

Design, build, and maintain performant, secure, and highly-available backend services/operators that run in our data centers and automate hardware management, such as Infiniband partitioning, in-DC parallel storage provisioning, and VM provisioning.
Design and build out the IaaS software layer for a new GB200 data center with thousands of GPUs.
Work on a global multi-exabyte high-performance object store, serving massive datasets for pretraining.
Build advanced observability stacks for our customers with automated node lifecycle management for fault-tolerant distributed pretraining.
To be successful, you’ll need to be deeply technical and possess excellent communication, collaboration, and diplomacy skills. You have strong fundamental software development skills. In addition, you have strong systems knowledge and troubleshooting abilities. 

Requirements

5+ years of professional software development experience and proficiency in at least one backend programming language (Golang desired)
5+ years experience writing high-performance, well-tested, production quality code
Demonstrated experience with building and operating high-performance and/or globally distributed micro-service architectures across one or more cloud providers (AWS, Azure, GCP)
Excellent communication skills – able to write clear design docs and work effectively with both technical and non-technical team members
Deep experience with Kubernetes internals a big plus, such as implementing non-trivial Kubernetes operators, device/storage/network plugins, custom schedulers, or patches thereon or Kubernetes itself
Deep experience with VMs/hypervisors a big plus, such as QEMU/KVM, cloud-hypervisor, VFIO, virtio, PCIE passthrough, Kubevirt, SR-IOV
Deep experience with DC networking tech + solutions a big plus, such as VLAN, VXLAN, VPN, VPC, OVS/OVN
Experience with Cluster API or similar a big plus
Experience working on high-performance compute, networking, and/or storage a big plus
Experience virtualizing GPUs and/or Infiniband a big plus
Strong systems knowledge across compute, networking, and storage, including concurrency, memory management, performant I/O, and scale
Experience with infrastructure automation tools (Terraform, Ansible), monitoring/observability stacks (Prometheus, Grafana), and CI/CD pipelines (GitHub Actions, ArgoCD)
Experience building IaaS or PaaS systems at scale a plus
Experience with DPUs/SmartNICs a plus
GPU programming, NCCL, CUDA knowledge a plus 
Responsibilities

Perform architecture and research work for decentralized AI workloads
Work on the core, open-source Together AI platform
Create services, tools, and developer documentation
Create testing frameworks for robustness and fault-tolerance
 

About Together AI

Together AI is a research-driven artificial intelligence company. We believe open and transparent AI systems will drive innovation and create the best outcomes for society, and together we are on a mission to significantly lower the cost of modern AI systems by co-designing software, hardware, algorithms, and models. We have contributed to leading open-source research, models, and datasets to advance the frontier of AI, and our team has been behind technological advancement such as FlashAttention, Hyena, FlexGen, and RedPajama. We invite you to join a passionate group of researchers in our journey in building the next generation AI infrastructure.

Compensation

We offer competitive compensation, startup equity, health insurance, and other benefits, as well as flexibility in terms of remote work. The US base salary range for this full-time position is: $160,000 - $230,000 + equity + benefits. Our salary ranges are determined by location, level and role. Individual compensation will be determined by experience, skills, and job-related knowledge.

Equal Opportunity

Together AI is an Equal Opportunity Employer and is proud to offer equal employment opportunity to everyone regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, veteran status, and more.

Please see our privacy policy at https://www.together.ai/privacy  ","Senior","San Francisco"
"Software Engineer, Backend","Zip","Kubernetes, Spinnaker, Jenkins, Kibana, Prometheus, and Grafana.","The simple task of buying software, services, or tools at work has become hopelessly complicated at even the most innovative companies in the world. Today, enterprises spend $120T+ per year globally (>30 times larger than annual consumer e-commerce spend) and rely on vendors more than ever before to run their businesses.

Our cofounders started Zip in 2020 to address this seemingly intractable problem with a purpose-built procurement platform that provides a simple, consumer-grade user experience. Within the last 4 years, Zip has created a new category and developed the leading solution in this $50B+ TAM space. Today, the world’s leading companies like OpenAI, Snowflake, Anthropic, Coinbase, and Prudential rely on Zip to manage billions of dollars in spend.

We have a world-class team coming from category-defining companies like Airbnb, Meta, Stripe, Salesforce, Apple, and Google. With a $2.2 billion valuation and $370 million in funding from Y Combinator, Tiger Global, BOND, DST Global, and CRV, we’re focused on developing cutting-edge technology, expanding into new global markets, and—above all–driving incredible value for our customers. Join us!

Your Role
As a Software Engineer, you will be responsible for building Zip’s core products and architecture. We have a wide product surface area, covering request management, no-code workflow builders, customer-facing reporting dashboards, connections to ticketing systems, integrations with financial systems, B2B payment processing, and more.  You will ship features that will be immediately used by our users and will work with a tight-knit team that values open communication and cross-functional collaboration. We move quickly to solve a wide range of complex technical and product challenges. While we are an experienced team that can provide guidance and mentorship, we value engineers who can autonomously scope and solve difficult technical challenges.

You Will
Design and build highly reliable and resilient products and features.

Work closely with cross-functional product and customer-facing teams to understand requirements and ship thoughtful solutions.

Write high-quality, extensible, and maintainable code.

Design and build scalable frontend applications and components.

Design and build APIs to drive existing and new features for a web-based application.

Qualifications
We are hiring software engineers across all levels. Most of our open roles are targeting individuals with at least 5 years experience if past work is highly relevant

BS or higher, in Computer Science or related technical field involving coding (e.g. physics or math)

Experience with web application and API development in production environments. At Zip, our stack includes Python, Javascript, React, and GraphQL.

Experience with industry-standard build, test, and deploy tools. At Zip, our stack includes Kubernetes, Spinnaker, Jenkins, Kibana, Prometheus, and Grafana.

Ability and interest to quickly learn new frameworks, architecture patterns, and programming languages as needed

Experience working at a small company with diverse responsibilities is a bonus, but not required.

Experience working with API connections with external systems like Jira, ServiceNow, Slack, etc is a bonus, but not required.

The salary range for this role is $160,000 - $240,000. The salary for this position is determined based on a variety of job-related factors that may include location, relevant experience, education, or particular skills and expertise.

","Entry-level","New York"
